C:	16	1	1	1	1	-	0.0890188217163086	1
C:	16	1	1	1	2	-	0.08096957206726074	1
C:	16	1	1	1	4	-	0.08636069297790527	1
C:	16	1	1	1	8	-	0.07654452323913574	1
C:	16	1	1	1	16	-	0.07565593719482422	1
C:	16	1	1	2	2	-	0.07800745964050293	1
C:	16	1	1	2	4	-	0.0789496898651123	1
C:	16	1	1	2	8	-	0.08540749549865723	1
C:	16	1	1	2	16	-	0.08386492729187012	1
C:	16	1	1	4	4	-	0.08125662803649902	0
C:	16	1	1	4	8	-	0.07690000534057617	0
C:	16	1	1	4	16	-	0.07497954368591309	0
C:	16	1	1	8	8	-	0.07815241813659668	0
C:	16	1	1	8	16	-	0.08030128479003906	0
C:	16	1	1	16	16	-	0.07666397094726562	0
C:	16	2	1	1	1	-	0.08537697792053223	1
C:	16	2	1	1	2	-	0.08264470100402832	1
C:	16	2	1	1	4	-	0.08976578712463379	1
C:	16	2	1	1	8	-	0.0881187915802002	1
C:	16	2	1	1	16	-	0.08776640892028809	1
C:	16	2	1	2	2	-	0.09094977378845215	1
C:	16	2	1	2	4	-	0.08446383476257324	1
C:	16	2	1	2	8	-	0.0830545425415039	1
C:	16	2	1	2	16	-	0.08345365524291992	1
C:	16	2	1	4	4	-	0.08273839950561523	1
C:	16	2	1	4	8	-	0.08333516120910645	1
C:	16	2	1	4	16	-	0.08295154571533203	1
C:	16	2	1	8	8	-	0.08238959312438965	1
C:	16	2	1	8	16	-	0.08187603950500488	1
C:	16	2	1	16	16	-	0.08217930793762207	1
C:	16	2	2	1	1	-	0.0823526382446289	1
C:	16	2	2	1	2	-	0.0909872055053711	1
C:	16	2	2	1	4	-	0.08892655372619629	1
C:	16	2	2	1	8	-	0.09439325332641602	1
C:	16	2	2	2	2	-	0.08783340454101562	1
C:	16	2	2	2	4	-	0.08443093299865723	1
C:	16	2	2	2	8	-	0.08704090118408203	1
C:	16	2	2	4	4	-	0.08694100379943848	1
C:	16	2	2	4	8	-	0.0886995792388916	1
C:	16	2	2	8	8	-	0.08417510986328125	1
C:	16	4	1	1	1	-	0.09199333190917969	1
C:	16	4	1	1	2	-	0.09554076194763184	1
C:	16	4	1	1	4	-	0.09496235847473145	1
C:	16	4	1	1	8	-	0.09552836418151855	1
C:	16	4	1	1	16	-	0.09382319450378418	1
C:	16	4	1	2	2	-	0.09288740158081055	1
C:	16	4	1	2	4	-	0.0934903621673584	1
C:	16	4	1	2	8	-	0.09391212463378906	1
C:	16	4	1	2	16	-	0.0931394100189209	1
C:	16	4	1	4	4	-	0.09270286560058594	1
C:	16	4	1	4	8	-	0.09541153907775879	1
C:	16	4	1	4	16	-	0.10238313674926758	1
C:	16	4	1	8	8	-	0.10190534591674805	1
C:	16	4	1	8	16	-	0.09329891204833984	1
C:	16	4	1	16	16	-	0.09310626983642578	1
C:	16	4	2	1	1	-	0.09502506256103516	1
C:	16	4	2	1	2	-	0.09096717834472656	1
C:	16	4	2	1	4	-	0.09412813186645508	1
C:	16	4	2	1	8	-	0.09883618354797363	1
C:	16	4	2	2	2	-	0.10012602806091309	1
C:	16	4	2	2	4	-	0.10197854042053223	1
C:	16	4	2	2	8	-	0.09819197654724121	1
C:	16	4	2	4	4	-	0.10069894790649414	1
C:	16	4	2	4	8	-	0.1015629768371582	1
C:	16	4	2	8	8	-	0.0929412841796875	1
C:	16	4	4	1	1	-	0.0907280445098877	1
C:	16	4	4	1	2	-	0.09136438369750977	1
C:	16	4	4	1	4	-	0.09267950057983398	1
C:	16	4	4	2	2	-	0.09152626991271973	1
C:	16	4	4	2	4	-	0.09311866760253906	1
C:	16	4	4	4	4	-	0.09234189987182617	1
C:	32	1	1	1	1	-	0.07511734962463379	1
C:	32	1	1	1	2	-	0.07558131217956543	1
C:	32	1	1	1	4	-	0.08109641075134277	1
C:	32	1	1	1	8	-	0.0799565315246582	1
C:	32	1	1	1	16	-	0.08348393440246582	1
C:	32	1	1	1	32	-	0.08133721351623535	1
C:	32	1	1	2	2	-	0.07829594612121582	1
C:	32	1	1	2	4	-	0.07936811447143555	1
C:	32	1	1	2	8	-	0.07837557792663574	1
C:	32	1	1	2	16	-	0.07813429832458496	1
C:	32	1	1	2	32	-	0.07619595527648926	1
C:	32	1	1	4	4	-	0.07746434211730957	1
C:	32	1	1	4	8	-	0.07953882217407227	1
C:	32	1	1	4	16	-	0.07878923416137695	1
C:	32	1	1	4	32	-	0.0771188735961914	1
C:	32	1	1	8	8	-	0.07559657096862793	0
C:	32	1	1	8	16	-	0.08015322685241699	0
C:	32	1	1	8	32	-	0.07820820808410645	0
C:	32	1	1	16	16	-	0.07924699783325195	0
C:	32	1	1	16	32	-	0.0767369270324707	0
C:	32	1	1	32	32	-	0.0775597095489502	0
C:	32	2	1	1	1	-	0.08471250534057617	1
C:	32	2	1	1	2	-	0.08378243446350098	1
C:	32	2	1	1	4	-	0.08439016342163086	1
C:	32	2	1	1	8	-	0.08234286308288574	1
C:	32	2	1	1	16	-	0.0815739631652832	1
C:	32	2	1	1	32	-	0.08144497871398926	1
C:	32	2	1	2	2	-	0.08391499519348145	1
C:	32	2	1	2	4	-	0.08509659767150879	1
C:	32	2	1	2	8	-	0.08161807060241699	1
C:	32	2	1	2	16	-	0.08149600028991699	1
C:	32	2	1	2	32	-	0.08150672912597656	1
