8	1	-	0	-	0.517996072769165	0.49501705169677734	0	1
8	1	-	1	-	0.5030081272125244	0.4970099925994873	0	1
8	1	-	2	-	0.4919860363006592	0.4880068302154541	0	1
8	1	-	3	-	0.5219912528991699	0.5209910869598389	0	1
8	1	-	4	-	0.9550185203552246	0.9349977970123291	0	0
8	1	-	5	-	0.4680027961730957	0.4619896411895752	0	1
8	1	-	6	-	0.537010908126831	0.5230066776275635	0	1
8	1	-	7	-	0.49799251556396484	0.4999864101409912	0	1
8	1	-	8	-	0.5020041465759277	0.49299097061157227	0	1
8	1	-	9	-	0.49700021743774414	0.4909987449645996	0	1
8	1	-	10	-	0.5540087223052979	0.5480046272277832	0	1
8	1	-	11	-	0.49401044845581055	0.48897552490234375	0	1
8	1	-	12	-	0.5610127449035645	0.5559954643249512	0	1
8	1	-	13	-	0.5560026168823242	0.5489964485168457	0	1
8	1	-	14	-	0.4910006523132324	0.49598217010498047	0	1
8	1	-	15	-	0.563018798828125	0.5571310520172119	0	1
8	1	-	16	-	0.5010223388671875	0.4980192184448242	0	1
8	1	-	17	-	0.5370204448699951	0.5239872932434082	0	1
8	1	-	18	-	0.46799755096435547	0.47200965881347656	0	1
8	1	-	19	-	0.5299935340881348	0.5199995040893555	0	1
8	1	-	20	-	0.55299973487854	0.5473084449768066	0	1
8	1	-	21	-	0.4680173397064209	0.4599766731262207	0	1
8	1	-	22	-	1.096022129058838	1.0729758739471436	0	1
8	1	-	23	-	0.5570008754730225	0.5499963760375977	0	1
8	1	-	24	-	0.4790000915527344	0.9629974365234375	0	0
8	1	-	25	-	0.46199965476989746	0.4709959030151367	0	1
8	1	-	26	-	0.5840027332305908	0.5810167789459229	0	1
8	1	-	27	-	0.49499940872192383	0.4859952926635742	0	1
8	1	-	28	-	0.525001049041748	0.5169961452484131	0	1
8	1	-	29	-	0.554999828338623	0.5499982833862305	0	1
8	1	-	30	-	0.6100027561187744	0.6100053787231445	0	1
8	1	-	31	-	0.5609993934631348	1.0809988975524902	0	0
8	1	-	32	-	0.4909992218017578	0.48999953269958496	0	1
8	1	-	33	-	0.46599912643432617	0.4700174331665039	0	1
8	1	-	34	-	1.0660018920898438	1.0399937629699707	0	1
8	1	-	35	-	0.46300196647644043	0.4589958190917969	0	1
8	1	-	36	-	0.5540006160736084	0.54701828956604	0	1
8	1	-	37	-	0.5000030994415283	0.4909968376159668	0	1
8	1	-	38	-	0.49602222442626953	0.4879763126373291	0	1
8	1	-	39	-	0.5880022048950195	1.1390058994293213	0	1
8	1	-	40	-	0.46799612045288086	0.46201658248901367	0	1
8	1	-	41	-	0.49201393127441406	0.48598599433898926	0	1
8	1	-	42	-	0.5289831161499023	0.52099609375	0	1
8	1	-	43	-	0.6120026111602783	0.6099948883056641	0	1
8	1	-	44	-	0.5520009994506836	0.5460193157196045	0	1
8	1	-	45	-	0.5259838104248047	0.5189955234527588	0	1
8	1	-	46	-	0.5820014476776123	0.5780172348022461	0	1
8	1	-	47	-	0.9799933433532715	0.9489970207214355	0	1
8	1	-	48	-	1.0039927959442139	0.9800209999084473	0	1
