16000	1000	1000	1	1	4	0.000132029	0
16000	1000	1000	1	2	6	0.00044093	0
16000	1000	1000	1	4	10	0.000522739	0
16000	1000	1000	1	8	17	0.000780111	0
16000	1000	1000	1	16	32	0.00149913	0
16000	1000	1000	2	2	8	0.000662536	0
16000	1000	1000	2	4	12	0.00051106	0
16000	1000	1000	2	8	20	0.000836637	0
16000	1000	1000	2	16	36	0.00188494	0
16000	1000	1000	4	4	16	0.000755577	0
16000	1000	1000	4	8	24	0.00122778	0
16000	1000	1000	4	16	40	0.00218486	0
16000	1000	1000	8	8	32	0.00190092	1
16000	1000	1000	8	16	48	0.0022977	1
16000	1000	1000	16	16	48	0.00239064	0
16000	2000	1000	1	1	4	0.000463566	1
16000	2000	1000	1	2	6	0.000734815	1
16000	2000	1000	1	4	10	0.000843768	1
16000	2000	1000	1	8	17	0.00144445	1
16000	2000	1000	1	16	32	0.00158434	1
16000	2000	1000	2	2	8	0.00096319	1
16000	2000	1000	2	4	12	0.00262564	1
16000	2000	1000	2	8	20	0.00207712	1
16000	2000	1000	2	16	36	0.00196742	1
16000	2000	1000	4	4	16	0.00208717	1
16000	2000	1000	4	8	24	0.00314033	1
16000	2000	1000	4	16	40	0.00228598	1
16000	2000	1000	8	8	31	0.00436053	1
16000	2000	1000	8	16	47	0.00362896	0
16000	2000	1000	16	16	48	0.00380783	1
16000	2000	2000	1	1	4	0.000179417	0
16000	2000	2000	1	2	6	0.000314822	1
16000	2000	2000	1	4	9	0.00109455	1
16000	2000	2000	1	8	16	0.00180152	1
16000	2000	2000	2	2	8	0.000374817	1
16000	2000	2000	2	4	12	0.00136068	1
16000	2000	2000	2	8	20	0.00214194	1
16000	2000	2000	4	4	16	0.00169514	1
16000	2000	2000	4	8	24	0.00261258	1
16000	2000	2000	8	8	24	0.00271563	1
16000	4000	1000	1	1	4	0.000689996	1
16000	4000	1000	1	2	6	0.00116216	1
16000	4000	1000	1	4	10	0.00104937	1
16000	4000	1000	1	8	17	0.00144785	1
16000	4000	1000	1	16	32	0.00302285	1
16000	4000	1000	2	2	8	0.00162416	0
16000	4000	1000	2	4	12	0.00203666	1
16000	4000	1000	2	8	20	0.00184767	1
16000	4000	1000	2	16	36	0.00363159	1
16000	4000	1000	4	4	15	0.00317176	1
16000	4000	1000	4	8	23	0.0027289	1
16000	4000	1000	4	16	39	0.00463651	1
16000	4000	1000	8	8	29	0.009549	1
16000	4000	1000	8	16	45	0.00876895	1
16000	4000	1000	16	16	48	0.00990857	1
16000	4000	2000	1	1	4	0.000473099	1
16000	4000	2000	1	2	6	0.0009576	1
16000	4000	2000	1	4	9	0.000642851	1
16000	4000	2000	1	8	16	0.00103018	1
16000	4000	2000	2	2	8	0.00171406	0
16000	4000	2000	2	4	12	0.00073369	0
16000	4000	2000	2	8	20	0.00121362	0
16000	4000	2000	4	4	15	0.00119745	0
16000	4000	2000	4	8	23	0.00167343	0
16000	4000	2000	8	8	24	0.00185337	0
16000	4000	4000	1	1	4	0.0006752	1
16000	4000	4000	1	2	5	0.000472747	1
16000	4000	4000	1	4	8	0.000795871	1
16000	4000	4000	2	2	8	0.000711248	1
16000	4000	4000	2	4	12	0.00122449	1
16000	4000	4000	4	4	12	0.00142225	1
32000	1000	1000	1	1	4	0.000521316	1
32000	1000	1000	1	2	6	0.000468881	0
32000	1000	1000	1	4	10	0.000520464	0
32000	1000	1000	1	8	18	0.00170054	1
32000	1000	1000	1	16	33	0.00326764	1
32000	1000	1000	1	32	65	0.0065937	0
32000	1000	1000	2	2	8	0.000725627	0
32000	1000	1000	2	4	12	0.000542896	0
32000	1000	1000	2	8	20	0.00200423	1
32000	1000	1000	2	16	36	0.003565	1
32000	1000	1000	2	32	69	0.00715537	0
32000	1000	1000	4	4	16	0.000656795	0
32000	1000	1000	4	8	24	0.00287552	1
32000	1000	1000	4	16	40	0.00418532	1
32000	1000	1000	4	32	73	0.00755092	0
32000	1000	1000	8	8	32	0.00377879	1
32000	1000	1000	8	16	48	0.00515494	1
32000	1000	1000	8	32	81	0.00873574	0
32000	1000	1000	16	16	64	0.00757895	1
32000	1000	1000	16	32	97	0.0121553	0
32000	1000	1000	32	32	66	0.00719719	0
32000	2000	1000	1	1	4	0.00033002	1
32000	2000	1000	1	2	6	0.000806172	1
32000	2000	1000	1	4	10	0.000834227	1
32000	2000	1000	1	8	18	0.000925707	1
32000	2000	1000	1	16	33	0.0016431	1
32000	2000	1000	1	32	65	0.00633995	1
32000	2000	1000	2	2	8	0.00107008	1
32000	2000	1000	2	4	12	0.00110714	1
32000	2000	1000	2	8	20	0.00100058	1
32000	2000	1000	2	16	36	0.00184619	1
32000	2000	1000	2	32	69	0.00701446	1
32000	2000	1000	4	4	16	0.00169798	1
32000	2000	1000	4	8	24	0.00110436	0
32000	2000	1000	4	16	40	0.00232859	0
32000	2000	1000	4	32	73	0.00787742	0
32000	2000	1000	8	8	32	0.00175745	1
32000	2000	1000	8	16	48	0.00259411	1
32000	2000	1000	8	32	81	0.0091578	1
32000	2000	1000	16	16	63	0.00455154	0
32000	2000	1000	16	32	96	0.0130883	0
32000	2000	1000	32	32	67	0.00790265	0
32000	2000	2000	1	1	4	0.000467963	1
32000	2000	2000	1	2	6	0.000491209	1
32000	2000	2000	1	4	10	0.000526657	1
32000	2000	2000	1	8	17	0.000979525	1
32000	2000	2000	1	16	32	0.0032214	1
32000	2000	2000	2	2	8	0.000747189	1
32000	2000	2000	2	4	12	0.000550671	1
32000	2000	2000	2	8	20	0.000946802	1
32000	2000	2000	2	16	36	0.0037784	1
32000	2000	2000	4	4	16	0.000653012	0
32000	2000	2000	4	8	24	0.00107302	0
32000	2000	2000	4	16	40	0.00423402	1
32000	2000	2000	8	8	32	0.00170421	0
32000	2000	2000	8	16	48	0.00543677	1
32000	2000	2000	16	16	48	0.00577981	1
32000	4000	1000	1	1	4	0.000140521	0
32000	4000	1000	1	2	6	0.000765236	0
32000	4000	1000	1	4	10	0.000756539	1
32000	4000	1000	1	8	18	0.0010414	0
32000	4000	1000	1	16	33	0.00175856	0
32000	4000	1000	1	32	65	0.00318534	1
32000	4000	1000	2	2	8	0.000937747	1
32000	4000	1000	2	4	12	0.000741434	1
32000	4000	1000	2	8	20	0.00111842	1
32000	4000	1000	2	16	36	0.00185605	1
32000	4000	1000	2	32	69	0.00358943	1
32000	4000	1000	4	4	16	0.00174801	1
32000	4000	1000	4	8	24	0.00145657	1
32000	4000	1000	4	16	40	0.0023744	1
32000	4000	1000	4	32	73	0.00385127	1
32000	4000	1000	8	8	31	0.00229335	0
32000	4000	1000	8	16	47	0.003222	0
32000	4000	1000	8	32	80	0.00578136	1
32000	4000	1000	16	16	61	0.00795514	1
32000	4000	1000	16	32	94	0.0116783	1
32000	4000	1000	32	32	69	0.00741876	1
32000	4000	2000	1	1	4	0.000150481	1
32000	4000	2000	1	2	6	0.00031556	1
32000	4000	2000	1	4	10	0.000623906	1
32000	4000	2000	1	8	17	0.00159442	1
32000	4000	2000	1	16	32	0.00183991	1
32000	4000	2000	2	2	8	0.000833995	1
32000	4000	2000	2	4	12	0.00420065	0
32000	4000	2000	2	8	20	0.00204499	1
32000	4000	2000	2	16	36	0.00218282	0
32000	4000	2000	4	4	16	0.00119705	1
32000	4000	2000	4	8	24	0.00295766	1
32000	4000	2000	4	16	40	0.00249512	1
32000	4000	2000	8	8	31	0.00418343	1
32000	4000	2000	8	16	47	0.00331317	1
32000	4000	2000	16	16	48	0.00366637	1
32000	4000	4000	1	1	4	0.000132536	1
32000	4000	4000	1	2	6	0.000278661	1
32000	4000	4000	1	4	9	0.000850639	1
32000	4000	4000	1	8	16	0.00110962	1
32000	4000	4000	2	2	8	0.000336876	1
32000	4000	4000	2	4	12	0.00169354	1
32000	4000	4000	2	8	20	0.000951327	1
32000	4000	4000	4	4	16	0.00173959	1
32000	4000	4000	4	8	24	0.00138704	0
32000	4000	4000	8	8	24	0.00135355	0
32000	8000	1000	1	1	4	0.000726127	1
32000	8000	1000	1	2	6	0.0010489	0
32000	8000	1000	1	4	10	0.00183453	0
32000	8000	1000	1	8	18	0.00245854	0
32000	8000	1000	1	16	33	0.0020952	0
32000	8000	1000	1	32	65	0.00642209	0
32000	8000	1000	2	2	8	0.00160723	1
32000	8000	1000	2	4	12	0.003183	1
32000	8000	1000	2	8	20	0.00518785	1
32000	8000	1000	2	16	36	0.00241988	1
32000	8000	1000	2	32	69	0.00813099	1
32000	8000	1000	4	4	15	0.00666964	0
32000	8000	1000	4	8	23	0.00805341	0
32000	8000	1000	4	16	39	0.00319156	0
32000	8000	1000	4	32	72	0.00875431	0
32000	8000	1000	8	8	30	0.00979929	0
32000	8000	1000	8	16	46	0.00630798	0
32000	8000	1000	8	32	79	0.0133669	0
32000	8000	1000	16	16	57	0.0179562	0
32000	8000	1000	16	32	90	0.0318581	0
32000	8000	1000	32	32	73	0.0219122	1
32000	8000	2000	1	1	4	0.000474422	0
32000	8000	2000	1	2	6	0.000645507	1
32000	8000	2000	1	4	10	0.00112707	1
32000	8000	2000	1	8	17	0.00140889	1
32000	8000	2000	1	16	32	0.00312115	1
32000	8000	2000	2	2	8	0.000975406	1
32000	8000	2000	2	4	12	0.00222661	1
32000	8000	2000	2	8	20	0.00188413	1
32000	8000	2000	2	16	36	0.00355948	1
32000	8000	2000	4	4	15	0.00312708	1
32000	8000	2000	4	8	23	0.00288694	1
32000	8000	2000	4	16	39	0.00503739	1
32000	8000	2000	8	8	29	0.00551106	1
32000	8000	2000	8	16	45	0.00770939	1
32000	8000	2000	16	16	48	0.00916708	1
32000	8000	4000	1	1	4	0.0007243	1
32000	8000	4000	1	2	6	0.00095755	1
32000	8000	4000	1	4	9	0.000618973	1
32000	8000	4000	1	8	16	0.00157477	1
32000	8000	4000	2	2	8	0.00174459	1
32000	8000	4000	2	4	12	0.00074464	1
32000	8000	4000	2	8	20	0.00208973	1
32000	8000	4000	4	4	15	0.00116554	1
32000	8000	4000	4	8	23	0.00267361	1
32000	8000	4000	8	8	24	0.00318918	1
32000	8000	8000	1	1	4	0.000475941	0
32000	8000	8000	1	2	5	0.00047972	1
32000	8000	8000	1	4	8	0.000752399	1
32000	8000	8000	2	2	8	0.000771417	1
32000	8000	8000	2	4	12	0.00119971	1
32000	8000	8000	4	4	12	0.00135638	1
64000	1000	1000	1	1	4	0.000460379	1
64000	1000	1000	1	2	6	0.000266337	1
64000	1000	1000	1	4	10	0.00116993	1
64000	1000	1000	1	8	18	0.00181008	1
64000	1000	1000	1	16	34	0.00338145	1
64000	1000	1000	1	32	67	0.00311033	1
64000	1000	1000	1	64	129	0.00653983	1
64000	1000	1000	2	2	8	0.000302276	1
64000	1000	1000	2	4	12	0.00116436	1
64000	1000	1000	2	8	20	0.00220204	1
64000	1000	1000	2	16	36	0.00359209	1
64000	1000	1000	2	32	70	0.00316224	1
64000	1000	1000	2	64	133	0.00689575	1
64000	1000	1000	4	4	16	0.00191851	1
64000	1000	1000	4	8	24	0.00242709	1
64000	1000	1000	4	16	40	0.00411389	1
64000	1000	1000	4	32	74	0.00338081	1
64000	1000	1000	4	64	137	0.00696504	1
64000	1000	1000	8	8	32	0.00363054	1
64000	1000	1000	8	16	48	0.00522614	1
64000	1000	1000	8	32	82	0.00373735	1
64000	1000	1000	8	64	145	0.00750851	1
64000	1000	1000	16	16	64	0.0076827	1
64000	1000	1000	16	32	98	0.00452918	1
64000	1000	1000	16	64	161	0.00820817	1
64000	1000	1000	32	32	132	0.00680481	1
64000	1000	1000	32	64	194	0.0108726	1
64000	1000	1000	64	64	130	0.00833717	1
64000	2000	1000	1	1	4	0.00049563	1
64000	2000	1000	1	2	6	0.000298998	1
64000	2000	1000	1	4	10	0.000905684	1
64000	2000	1000	1	8	18	0.0016686	1
64000	2000	1000	1	16	34	0.0017458	0
64000	2000	1000	1	32	67	0.00350497	1
64000	2000	1000	1	64	129	0.00664988	1
64000	2000	1000	2	2	8	0.000346674	1
64000	2000	1000	2	4	12	0.00106448	1
64000	2000	1000	2	8	20	0.0018881	1
64000	2000	1000	2	16	36	0.00183767	1
64000	2000	1000	2	32	70	0.00324062	1
64000	2000	1000	2	64	133	0.00667711	1
64000	2000	1000	4	4	16	0.00169016	1
64000	2000	1000	4	8	24	0.00241154	1
64000	2000	1000	4	16	40	0.00202585	1
64000	2000	1000	4	32	74	0.00365414	1
64000	2000	1000	4	64	137	0.00709816	1
64000	2000	1000	8	8	32	0.00342276	1
