4000	1000	1000	1	1	4	0.0051	0.0098	0.0632	0.0383	0.2633
4000	1000	1000	1	2	5	0.0118	0.0139	0.0904	0.0752	0.7478
4000	1000	1000	1	4	8	0.0159	0.0279	0.1406	0.1104	1.179
4000	1000	1000	2	1	6	0.0081	0.0114	0.1051	0.0423	0.4051
4000	1000	1000	2	2	8	0.0074	0.0208	0.1038	0.0573	0.5337
4000	1000	1000	2	4	12	0.0077	0.0296	0.1377	0.0854	0.8028
4000	1000	1000	4	1	9	0.012	0.025	0.1474	0.1179	0.6302
4000	1000	1000	4	2	10	0.0142	0.027	0.1751	0.127	0.6903
4000	1000	1000	4	4	12	0.0428	0.0656	0.4521	0.4491	0.9659
4000	1000	2000	1	1	4	0.0046	0.0132	0.0643	0.0354	0.2598
4000	1000	2000	1	2	6	0.0063	0.0185	0.0726	0.037	0.4907
4000	1000	2000	2	1	6	0.006	0.0184	0.0759	0.0355	0.4269
4000	1000	2000	2	2	8	0.0073	0.0236	0.0721	0.0524	0.5764
4000	1000	4000	1	1	4	0.0043	0.013	0.0629	0.0342	0.2599
4000	2000	1000	1	1	3	0.0045	0.0109	0.0493	0.0242	0.1983
4000	2000	1000	1	2	5	0.0065	0.0173	0.096	0.0389	0.3853
4000	2000	1000	1	4	9	0.0303	0.0563	0.171	0.0894	0.6351
4000	2000	1000	2	1	5	0.0054	0.0174	0.1125	0.0423	0.3599
4000	2000	1000	2	2	6	0.0087	0.0188	0.15	0.0675	0.4407
4000	2000	1000	2	4	10	0.0657	0.0598	0.438	0.4512	0.788
4000	2000	1000	4	1	9	0.0076	0.0104	0.2761	0.0989	0.6206
4000	2000	1000	4	2	10	0.0086	0.0107	0.3241	0.1256	0.6738
4000	2000	1000	4	4	12	0.0106	0.0113	0.3269	0.1405	0.8037
4000	2000	2000	1	1	3	0.0043	0.0052	0.0307	0.0212	0.2027
4000	2000	2000	1	2	5	0.0061	0.0095	0.0527	0.038	0.4221
4000	2000	2000	2	1	5	0.0057	0.0096	0.0849	0.0409	0.3704
4000	2000	2000	2	2	6	0.0084	0.0107	0.0863	0.0472	0.4734
4000	2000	4000	1	1	3	0.0053	0.0061	0.034	0.0201	0.2069
4000	2000	4000	1	2	4	0.0056	0.0098	0.0322	0.0253	0.3398
4000	2000	4000	2	1	5	0.0057	0.012	0.0417	0.0344	0.3493
4000	2000	4000	2	2	6	0.0069	0.0076	0.0489	0.0308	0.4724
4000	4000	1000	1	1	3	0.0042	0.0068	0.0307	0.0194	0.1983
4000	4000	1000	1	2	5	0.0058	0.0097	0.0735	0.04	0.3649
4000	4000	1000	1	4	9	0.0092	0.0094	0.1671	0.2587	0.7009
4000	4000	1000	1	8	16	0.0098	0.0197	0.2196	0.1644	1.0791
4000	4000	1000	2	1	5	0.0088	0.0109	0.0837	0.0429	0.3748
4000	4000	1000	2	2	6	0.0089	0.0108	0.1236	0.0754	0.4947
4000	4000	1000	2	4	10	0.0076	0.013	0.4121	0.745	0.7975
4000	4000	1000	2	8	18	0.0118	0.0205	0.6388	0.2974	1.209
4000	4000	1000	4	1	9	0.0071	0.0114	0.561	0.2591	0.6782
4000	4000	1000	4	2	10	0.0073	0.0114	1.0063	0.2934	0.7308
4000	4000	1000	4	4	12	0.0114	0.0149	1.2766	0.3119	0.8792
4000	4000	1000	4	8	20	0.0132	0.0234	1.8505	0.3189	1.3273
4000	4000	1000	8	1	17	0.0179	0.0381	0.4605	0.2848	1.2821
4000	4000	1000	8	2	18	0.0135	0.0378	0.8534	0.2998	1.3964
4000	4000	1000	8	4	20	0.0169	0.0225	0.7416	0.3168	1.5323
4000	4000	1000	8	8	24	0.0243	0.0449	0.5868	0.4152	1.7553
4000	4000	2000	1	1	3	0.0048	0.0053	0.047	0.0248	0.1985
4000	4000	2000	1	2	5	0.006	0.0076	0.0824	0.0391	0.4706
4000	4000	2000	1	4	8	0.0081	0.0097	0.0828	0.102	0.6747
4000	4000	2000	2	1	5	0.0059	0.0186	0.1128	0.043	0.4173
4000	4000	2000	2	2	6	0.0088	0.019	0.1499	0.0868	0.5371
4000	4000	2000	2	4	10	0.0151	0.0269	0.1835	0.9117	1.0961
4000	4000	2000	4	1	9	0.0086	0.0111	0.1032	0.0642	0.685
4000	4000	2000	4	2	10	0.0094	0.0132	0.1445	0.1213	1.1057
4000	4000	2000	4	4	12	0.0115	0.013	0.1213	0.1376	0.9647
4000	4000	4000	1	1	3	0.0045	0.0049	0.0322	0.0193	0.1978
4000	4000	4000	1	2	5	0.0053	0.0105	0.0548	0.0374	0.4461
4000	4000	4000	2	1	5	0.0075	0.0115	0.0606	0.0403	0.4432
4000	4000	4000	2	2	6	0.0071	0.0081	0.0741	0.0364	0.4943
8000	1000	1000	1	1	4	0.0095	0.0193	0.061	0.0466	0.273
8000	1000	1000	1	2	6	0.0059	0.0106	0.0368	0.0306	0.4852
8000	1000	1000	1	4	9	0.0079	0.0099	0.0586	0.0881	0.744
8000	1000	1000	1	8	16	0.0121	0.0214	0.153	0.2832	1.4499
8000	1000	1000	2	1	6	0.0053	0.0115	0.035	0.0314	0.5545
8000	1000	1000	2	2	8	0.0074	0.0125	0.0489	0.1122	0.864
8000	1000	1000	2	4	12	0.0135	0.0167	0.079	0.248	1.2903
8000	1000	1000	2	8	20	0.0299	0.0438	0.3824	0.3545	1.6379
8000	1000	1000	4	1	10	0.0201	0.0317	0.2802	0.2137	0.8146
8000	1000	1000	4	2	12	0.0088	0.0127	0.2214	0.2325	1.0498
8000	1000	1000	4	4	16	0.0116	0.0149	0.3815	0.4497	1.4352
8000	1000	1000	4	8	24	0.0139	0.0325	0.8546	0.4926	1.6743
8000	1000	1000	8	1	17	0.0108	0.0297	0.7102	0.3022	1.2531
8000	1000	1000	8	2	18	0.0119	0.0228	0.7705	0.4001	1.8183
8000	1000	1000	8	4	20	0.0131	0.0285	1.0351	1.1757	1.5751
8000	1000	1000	8	8	24	0.0151	0.0369	0.9894	0.5335	1.6757
8000	1000	2000	1	1	4	0.0101	0.0122	0.0997	0.0633	0.2654
8000	1000	2000	1	2	6	0.0057	0.0091	0.0506	0.0303	0.6499
8000	1000	2000	1	4	10	0.0071	0.0188	0.0729	0.1306	0.8644
8000	1000	2000	2	1	6	0.0069	0.0233	0.0704	0.0422	0.8045
8000	1000	2000	2	2	8	0.0105	0.0282	0.0822	0.0856	1.0521
8000	1000	2000	2	4	12	0.0143	0.0324	0.0852	0.2064	0.9908
8000	1000	2000	4	1	10	0.0119	0.0264	0.0887	0.1487	0.8434
8000	1000	2000	4	2	12	0.0137	0.029	0.088	0.2612	1.2306
8000	1000	2000	4	4	16	0.019	0.0357	0.1955	0.2792	1.4321
8000	1000	4000	1	1	4	0.0101	0.0299	0.1045	0.0644	0.5831
8000	1000	4000	1	2	6	0.0119	0.0396	0.1353	0.0745	0.895
8000	1000	4000	2	1	6	0.0056	0.0181	0.0595	0.0319	0.4862
8000	1000	4000	2	2	8	0.0077	0.0242	0.0633	0.056	0.6915
8000	2000	1000	1	1	4	0.0044	0.0144	0.0623	0.0329	0.3189
8000	2000	1000	1	2	6	0.0066	0.0187	0.0979	0.0391	0.5216
8000	2000	1000	1	4	9	0.0131	0.0247	0.0726	0.1101	0.7671
8000	2000	1000	1	8	16	0.0139	0.0194	0.2426	0.3454	1.3805
8000	2000	1000	2	1	6	0.0052	0.0188	0.0914	0.0394	0.5184
8000	2000	1000	2	2	8	0.0087	0.0236	0.1267	0.1475	0.6856
8000	2000	1000	2	4	12	0.0139	0.0289	0.1453	0.3722	1.211
8000	2000	1000	2	8	20	0.0139	0.0215	0.6374	0.3299	1.5768
8000	2000	1000	4	1	9	0.0118	0.0248	0.3427	0.2463	0.7566
8000	2000	1000	4	2	11	0.014	0.0277	0.5704	0.2785	0.8876
8000	2000	1000	4	4	15	0.0189	0.0332	1.0196	0.3357	1.1522
8000	2000	1000	4	8	23	0.0153	0.0206	1.8205	0.3954	1.5972
8000	2000	1000	8	1	17	0.012	0.0188	1.7896	0.3998	1.2416
8000	2000	1000	8	2	18	0.0139	0.02	1.9472	0.4079	1.2897
8000	2000	1000	8	4	20	0.0177	0.0197	2.0097	0.4133	1.407
8000	2000	1000	8	8	24	0.0191	0.0218	2.3567	0.6152	2.2061
8000	2000	2000	1	1	4	0.0061	0.0162	0.0673	0.0365	0.3259
8000	2000	2000	1	2	5	0.0067	0.0177	0.0627	0.0298	0.3829
8000	2000	2000	1	4	8	0.0132	0.0234	0.0695	0.1249	0.8099
8000	2000	2000	2	1	6	0.0059	0.0197	0.0941	0.0418	0.5268
8000	2000	2000	2	2	8	0.0088	0.0236	0.1009	0.1065	0.7004
8000	2000	2000	2	4	12	0.0138	0.0289	0.1733	0.2574	1.1278
8000	2000	2000	4	1	9	0.0135	0.0262	0.1509	0.2196	0.7704
8000	2000	2000	4	2	10	0.015	0.0273	0.2096	0.2356	1.2515
8000	2000	2000	4	4	12	0.0433	0.0661	0.6466	0.4974	1.2398
8000	2000	4000	1	1	4	0.0046	0.0132	0.0635	0.0345	0.2598
8000	2000	4000	1	2	6	0.0056	0.0175	0.0694	0.0365	0.6777
8000	2000	4000	2	1	6	0.0055	0.0176	0.0734	0.0382	0.503
8000	2000	4000	2	2	8	0.0078	0.0245	0.0704	0.0686	0.7171
8000	4000	1000	1	1	3	0.0048	0.0124	0.0543	0.0265	0.199
8000	4000	1000	1	2	5	0.0065	0.017	0.096	0.0392	0.4978
8000	4000	1000	1	4	9	0.0137	0.0277	0.2404	0.2246	0.7682
8000	4000	1000	1	8	17	0.0123	0.019	0.458	0.3219	1.3401
8000	4000	1000	2	1	5	0.0054	0.0179	0.1126	0.0415	0.4258
8000	4000	1000	2	2	7	0.0089	0.0217	0.1778	0.1649	1.2856
8000	4000	1000	2	4	11	0.0442	0.0865	0.7986	1.6064	1.2262
8000	4000	1000	2	8	19	0.0138	0.0195	0.3786	0.32	1.4372
8000	4000	1000	4	1	9	0.0119	0.0248	0.6838	0.3534	0.757
8000	4000	1000	4	2	10	0.0138	0.0263	1.2908	0.415	0.8178
8000	4000	1000	4	4	12	0.0216	0.0312	1.7417	0.4523	0.9628
8000	4000	1000	4	8	20	0.0353	0.0445	3.5619	0.5412	1.4237
8000	4000	1000	8	1	17	0.015	0.021	4.1013	0.6813	1.2051
8000	4000	1000	8	2	18	0.014	0.0202	4.5766	0.6732	1.2362
8000	4000	1000	8	4	20	0.017	0.0207	5.393	0.6347	1.3351
8000	4000	1000	8	8	24	0.0187	0.0214	5.7811	0.6761	1.6108
8000	4000	2000	1	1	3	0.0048	0.0115	0.052	0.0253	0.1986
8000	4000	2000	1	2	5	0.0069	0.0175	0.098	0.0423	0.5823
8000	4000	2000	1	4	9	0.0151	0.0248	0.0988	0.1767	0.8247
8000	4000	2000	2	1	5	0.006	0.0177	0.112	0.0416	0.4486
8000	4000	2000	2	2	6	0.0092	0.0191	0.1522	0.1019	0.571
8000	4000	2000	2	4	10	0.0143	0.0267	0.2385	1.3302	1.3477
8000	4000	2000	4	1	9	0.0105	0.0136	0.3438	0.18	0.874
8000	4000	2000	4	2	10	0.0085	0.0146	0.3272	0.2843	0.8825
8000	4000	2000	4	4	12	0.0119	0.0163	0.3499	0.3723	1.0407
8000	4000	4000	1	1	3	0.0045	0.0063	0.0493	0.0249	0.1987
8000	4000	4000	1	2	5	0.0054	0.0131	0.0769	0.0336	0.5056
8000	4000	4000	2	1	5	0.0055	0.0104	0.0806	0.0418	0.5526
8000	4000	4000	2	2	6	0.0063	0.0102	0.0925	0.0537	0.5865
16000	1000	1000	1	1	4	0.0061	0.008	0.0301	0.0221	0.2606
16000	1000	1000	1	2	6	0.0066	0.012	0.0393	0.0335	0.7347
16000	1000	1000	1	4	10	0.0118	0.0168	0.0524	0.1499	0.9245
16000	1000	1000	1	8	17	0.0123	0.0194	0.2234	0.3592	2.3408
16000	1000	1000	1	16	32	0.0377	0.0638	1.0282	0.524	2.4552
16000	1000	1000	2	1	6	0.0054	0.0097	0.0369	0.0321	0.5204
16000	1000	1000	2	2	8	0.0169	0.0285	0.1106	0.3103	1.2031
16000	1000	1000	2	4	12	0.0094	0.0151	0.0601	0.2567	1.4242
16000	1000	1000	2	8	20	0.014	0.0197	0.3791	0.4695	2.0343
16000	1000	1000	2	16	36	0.0255	0.0574	1.2734	0.556	2.5484
16000	1000	1000	4	1	10	0.0102	0.0152	0.0673	0.1689	0.9335
16000	1000	1000	4	2	12	0.0103	0.015	0.0725	0.2532	1.093
16000	1000	1000	4	4	16	0.0135	0.0175	0.2231	0.4597	1.6217
16000	1000	1000	4	8	24	0.0141	0.037	0.7233	0.4865	2.1315
16000	1000	1000	4	16	40	0.0234	0.0584	1.6875	0.6055	2.7911
16000	1000	1000	8	1	18	0.0129	0.0205	1.1347	0.4936	1.8366
16000	1000	1000	8	2	20	0.014	0.0213	1.2242	0.5247	1.7326
16000	1000	1000	8	4	24	0.0163	0.0216	1.5202	0.5753	2.2358
16000	1000	1000	8	8	32	0.0213	0.0308	2.1444	0.6734	2.604
16000	1000	1000	8	16	48	0.0259	0.0442	3.0641	0.7261	3.2741
16000	1000	1000	16	1	33	0.0202	0.0318	3.6955	0.9017	2.7658
16000	1000	1000	16	2	34	0.0417	0.0708	3.9712	0.9699	2.8459
16000	1000	1000	16	4	36	0.0214	0.0323	3.9019	0.9327	3.1764
16000	1000	1000	16	8	40	0.0239	0.0369	4.2365	1.8889	3.3146
16000	1000	1000	16	16	48	0.0312	0.0434	4.4538	1.0563	3.5327
16000	1000	2000	1	1	4	0.0045	0.0089	0.029	0.024	0.2659
16000	1000	2000	1	2	6	0.0058	0.0105	0.0288	0.0303	0.772
16000	1000	2000	1	4	10	0.009	0.014	0.0478	0.2187	1.1066
16000	1000	2000	1	8	18	0.0127	0.0191	0.4555	0.5924	2.2493
16000	1000	2000	2	1	6	0.0084	0.0118	0.0365	0.0324	0.7754
16000	1000	2000	2	2	8	0.0077	0.0127	0.0428	0.0813	0.9097
16000	1000	2000	2	4	12	0.0101	0.0152	0.0682	0.4457	1.9237
16000	1000	2000	2	8	20	0.0142	0.0202	0.5862	0.7643	2.8563
16000	1000	2000	4	1	10	0.0098	0.015	0.0655	0.2541	1.1061
16000	1000	2000	4	2	12	0.0085	0.0124	0.0593	0.3674	1.3475
