4000	1000	1000	1	3	0.003487	0.003357	0.013725	0.010379	1.88893
4000	1000	1000	2	5	0.003937	0.004148	0.027342	0.015509	5.79775
4000	1000	1000	4	8	0.002905	0.004719	0.042931	0.027461	32.995
4000	1000	2000	1	3	0.001803	0.003056	0.009288	0.008636	1.31094
4000	1000	2000	2	5	0.002174	0.003116	0.010299	0.008977	2.60124
4000	1000	4000	1	3	0.001603	0.002284	0.006923	0.006482	1.11285
4000	2000	1000	1	2	0.001674	0.002294	0.006152	0.00565	0.715782
4000	2000	1000	2	4	0.015058	0.004048	0.034956	0.014387	3.46352
4000	2000	1000	4	8	0.003066	0.005149	0.086191	0.043051	43.7373
4000	2000	2000	1	2	0.001784	0.002885	0.008516	0.007334	0.888436
4000	2000	2000	2	4	0.002164	0.002785	0.018925	0.012743	4.01598
4000	2000	4000	1	2	0.002364	0.002765	0.006762	0.006643	0.684063
4000	2000	4000	2	4	0.001994	0.002745	0.009087	0.007514	2.01207
4000	4000	1000	1	2	0.001684	0.002144	0.005871	0.0052	0.886823
4000	4000	1000	2	4	0.002033	0.002705	0.018795	0.012584	3.79209
4000	4000	1000	4	8	0.002895	0.004398	0.110206	0.047059	57.2182
4000	4000	1000	8	16	0.004469	0.008165	0.033824	0.024305	26.145
4000	4000	2000	1	2	0.021961	0.004469	0.009628	0.007905	0.872546
4000	4000	2000	2	4	0.002195	0.003085	0.021159	0.013476	3.86841
4000	4000	2000	4	8	0.003136	0.004698	0.018154	0.014707	6.29068
4000	4000	4000	1	2	0.001733	0.003556	0.008186	0.008325	0.688011
4000	4000	4000	2	4	0.002605	0.003717	0.01055	0.008065	1.82141
8000	1000	1000	1	3	0.002314	0.002836	0.009568	0.008847	1.30425
8000	1000	1000	2	5	0.002324	0.003857	0.011261	0.009838	2.71057
8000	1000	1000	4	9	0.003126	0.00537	0.048802	0.030677	39.8604
8000	1000	1000	8	16	0.01108	0.018645	0.221706	0.100488	286.757
8000	1000	2000	1	3	0.001923	0.003347	0.027561	0.008816	1.07227
8000	1000	2000	2	5	0.002164	0.003126	0.009979	0.008516	2.43938
