C:	32	1	1	1	1	0.17903532981872558	0.16752190589904786	0.054956579208374025	0.05662350654602051	0.0524500846862793	0.053574132919311526
C:	32	1	1	1	2	0.08947782516479492	0.1765444755554199	0.05273671150207519	0.05411319732666016	0.05303072929382324	0.05411162376403809
C:	32	1	1	1	4	0.08855547904968261	0.17116899490356446	0.05398039817810059	0.05307455062866211	0.05342321395874024	0.05486483573913574
C:	32	1	1	1	8	0.09209184646606446	0.1687370777130127	0.05238785743713379	0.05372066497802734	0.052463197708129884	0.052530527114868164
C:	32	1	1	1	16	0.08970661163330078	0.17375760078430175	0.06359195709228516	0.057473611831665036	0.061164331436157224	0.05682330131530762
C:	32	1	1	1	32	0.09324417114257813	0.16765708923339845	0.05367951393127442	0.05357594490051269	0.05261087417602539	0.05345973968505859
C:	32	1	1	2	2	0.20246539115905762	0.28542566299438477	0.0529057502746582	0.05282435417175293	0.053428125381469724	0.05369720458984375
C:	32	1	1	2	4	0.12235908508300782	0.2028041362762451	0.05209717750549316	0.054293060302734376	0.05212688446044922	0.05313444137573242
C:	32	1	1	2	8	0.12822222709655762	0.2049659252166748	0.05398449897766113	0.052452468872070314	0.05378284454345703	0.05278100967407227
C:	32	1	1	2	16	0.12297053337097168	0.20665526390075684	0.05361862182617187	0.05316920280456543	0.053145647048950195	0.05332164764404297
C:	32	1	1	2	32	0.1221778392791748	0.20331549644470215	0.05331602096557617	0.0519291877746582	0.053187084197998044	0.051678133010864255
C:	32	1	1	4	4	0.28853278160095214	0.40359106063842776	0.5976120948791503	0.052634811401367186	0.0519829273223877	0.051925277709960936
C:	32	1	1	4	8	0.21289005279541015	0.3302481174468994	0.5274044513702393	0.05373392105102539	0.05249872207641602	0.05367264747619629
C:	32	1	1	4	16	0.2100687026977539	0.33050084114074707	0.518143606185913	0.052016496658325195	0.05256543159484863	0.05263299942016601
C:	32	1	1	4	32	0.21044659614562988	0.33013157844543456	0.5236164093017578	0.05222992897033692	0.0535125732421875	0.05297093391418457
C:	32	1	1	8	8	0.48819713592529296	0.21047072410583495	0.3342751026153564	1.2739582061767578	0.052899169921875	0.05314950942993164
C:	32	1	1	8	16	0.450795316696167	0.20743250846862793	0.32732257843017576	1.1759090900421143	0.05276927947998047	0.05249710083007812
C:	32	1	1	8	32	0.47313823699951174	0.5274942874908447	0.7411670207977294	1.1732669830322267	0.05268163681030273	0.052574968338012694
C:	32	1	1	16	16	1.1859658241271973	0.442214298248291	0.20352535247802733	0.32237515449523924	2.539734697341919	0.053226661682128903
C:	32	1	1	16	32	1.2061599254608155	0.465167760848999	0.20555477142333983	0.3235639095306396	2.4668246269226075	0.052984619140625
C:	32	1	1	32	32	4.171530628204346	1.310029935836792	0.4363732814788818	0.20620856285095215	0.3182821750640869	2.4824917316436768
C:	32	2	1	1	1	0.18837695121765136	0.18827219009399415	0.058304452896118165	0.05859165191650391	0.058118009567260744	0.058489513397216794
C:	32	2	1	1	2	0.10417985916137695	0.1960545539855957	0.05856447219848633	0.05949234962463379	0.058701610565185545	0.05900564193725586
C:	32	2	1	1	4	0.10373363494873047	0.19717230796813964	0.058972644805908206	0.05917515754699707	0.05959315299987793	0.05983438491821289
