64	1	1	1	1	0	0.1704249382019043
64	1	1	1	2	0	0.16320013999938965
64	1	1	1	4	0	0.15709757804870605
64	1	1	1	8	0	0.15452361106872559
64	1	1	1	16	0	0.16634535789489746
64	1	1	1	32	0	0.16439485549926758
64	1	1	1	64	0	0.1631333827972412
64	1	1	2	2	0	0.2310316562652588
64	1	1	2	4	0	0.1918630599975586
64	1	1	2	8	0	0.18842625617980957
64	1	1	2	16	0	0.1861863136291504
64	1	1	2	32	0	0.18567752838134766
64	1	1	2	64	0	0.196549654006958
64	1	1	4	4	0	0.30089831352233887
64	1	1	4	8	0	0.24585676193237305
64	1	1	4	16	0	0.24446845054626465
64	1	1	4	32	0	0.24898409843444824
64	1	1	4	64	0	0.25008392333984375
64	1	1	8	8	0	0.4621412754058838
64	1	1	8	16	0	0.43032145500183105
64	1	1	8	32	0	0.4173305034637451
64	1	1	8	64	0	0.4370584487915039
64	1	1	16	16	0	0.9677200317382812
64	1	1	16	32	0	0.9227700233459473
64	1	1	16	64	0	0.9132812023162842
64	1	1	32	32	0	2.8402583599090576
64	1	1	32	64	0	3.515258312225342
64	1	1	64	64	0	9.102136135101318
64	1	2	1	1	0	0.15188813209533691
64	1	2	1	2	0	0.15444207191467285
64	1	2	1	4	0	0.15807437896728516
64	1	2	1	8	0	0.15590715408325195
64	1	2	1	16	0	0.15978479385375977
64	1	2	1	32	0	0.16056227684020996
64	1	2	2	2	0	0.23336124420166016
64	1	2	2	4	0	0.20157170295715332
64	1	2	2	8	0	0.20002126693725586
64	1	2	2	16	0	0.19180870056152344
64	1	2	2	32	0	0.18846702575683594
64	1	2	4	4	0	0.2940361499786377
64	1	2	4	8	0	0.2488248348236084
64	1	2	4	16	0	0.2542572021484375
64	1	2	4	32	0	0.251814603805542
64	1	2	8	8	0	0.47282910346984863
64	1	2	8	16	0	0.4241948127746582
64	1	2	8	32	0	0.42549562454223633
64	1	2	16	16	0	0.9782164096832275
64	1	2	16	32	0	0.9209165573120117
64	1	2	32	32	0	2.736259937286377
64	1	4	1	1	0	0.15950393676757812
64	1	4	1	2	0	0.16054892539978027
64	1	4	1	4	0	0.1602799892425537
64	1	4	1	8	0	0.16068601608276367
64	1	4	2	2	0	0.2368621826171875
64	1	4	2	4	0	0.1966724395751953
64	1	4	2	8	0	0.19037795066833496
64	1	4	4	4	0	0.29543161392211914
64	1	4	4	8	0	0.2538304328918457
64	1	4	8	8	0	0.4733006954193115
64	1	8	1	1	0	0.15326523780822754
64	1	8	1	2	0	0.1600654125213623
64	1	8	1	4	0	0.15612244606018066
64	1	8	2	2	0	0.23481154441833496
64	1	8	2	4	0	0.19046378135681152
64	1	8	4	4	0	0.29767918586730957
64	2	1	1	1	0	0.1690976619720459
64	2	1	1	2	0	0.17948555946350098
64	2	1	1	4	0	0.17560672760009766
64	2	1	1	8	0	0.17619562149047852
64	2	1	1	16	0	0.1758108139038086
64	2	1	1	32	0	0.17609095573425293
64	2	1	1	64	0	0.17407679557800293
64	2	1	2	2	0	0.28899621963500977
64	2	1	2	4	0	0.2127847671508789
64	2	1	2	8	0	0.2047746181488037
64	2	1	2	16	0	0.21074914932250977
64	2	1	2	32	0	0.20480060577392578
64	2	1	2	64	0	0.21384072303771973
64	2	1	4	4	0	0.41478943824768066
64	2	1	4	8	0	0.3297743797302246
64	2	1	4	16	0	0.32797670364379883
64	2	1	4	32	0	0.33858609199523926
64	2	1	4	64	0	0.3372502326965332
64	2	1	8	8	0	0.6178855895996094
64	2	1	8	16	0	0.5397889614105225
64	2	1	8	32	0	0.5517826080322266
64	2	1	8	64	0	0.5256664752960205
64	2	1	16	16	0	1.1704301834106445
64	2	1	16	32	0	1.1572926044464111
64	2	1	16	64	0	1.1496939659118652
64	2	1	32	32	0	3.1733901500701904
64	2	1	32	64	0	3.10428786277771
64	2	1	64	64	0	11.098488569259644
64	2	2	1	1	0	0.17517423629760742
64	2	2	1	2	0	0.18237829208374023
64	2	2	1	4	0	0.17591476440429688
64	2	2	1	8	0	0.18213772773742676
64	2	2	1	16	0	0.17198443412780762
64	2	2	1	32	0	0.1752030849456787
64	2	2	2	2	0	0.29326462745666504
64	2	2	2	4	0	0.21281790733337402
64	2	2	2	8	0	0.21956658363342285
64	2	2	2	16	0	0.21644353866577148
64	2	2	2	32	0	0.21381258964538574
64	2	2	4	4	0	0.42133283615112305
64	2	2	4	8	0	0.3290433883666992
64	2	2	4	16	0	0.3716151714324951
64	2	2	4	32	0	0.3560314178466797
64	2	2	8	8	0	0.624955415725708
64	2	2	8	16	0	0.5572543144226074
64	2	2	8	32	0	0.5426774024963379
64	2	2	16	16	0	1.1905276775360107
64	2	2	16	32	0	1.1273384094238281
64	2	2	32	32	0	3.254948616027832
64	2	4	1	1	0	0.17148685455322266
64	2	4	1	2	0	0.17899370193481445
64	2	4	1	4	0	0.1723477840423584
64	2	4	1	8	0	0.17440342903137207
64	2	4	1	16	0	0.17654728889465332
64	2	4	2	2	0	0.28481030464172363
64	2	4	2	4	0	0.19934797286987305
64	2	4	2	8	0	0.2202591896057129
64	2	4	2	16	0	0.20659351348876953
64	2	4	4	4	0	0.42081499099731445
64	2	4	4	8	0	0.33562326431274414
64	2	4	4	16	0	0.33315229415893555
64	2	4	8	8	0	0.6323790550231934
64	2	4	8	16	0	0.556365966796875
64	2	4	16	16	0	1.2350702285766602
64	2	8	1	1	0	0.16716337203979492
64	2	8	1	2	0	0.17710375785827637
64	2	8	1	4	0	0.17597508430480957
64	2	8	2	2	0	0.29454588890075684
64	2	8	2	4	0	0.2138662338256836
64	2	8	4	4	0	0.4133636951446533
64	4	1	1	1	0	0.19716715812683105
64	4	1	1	2	0	0.20536041259765625
64	4	1	1	4	0	0.19859075546264648
64	4	1	1	8	0	0.20346307754516602
64	4	1	1	16	0	0.20215392112731934
64	4	1	1	32	0	0.20325469970703125
64	4	1	1	64	0	0.2041933536529541
64	4	1	2	2	0	0.36257410049438477
64	4	1	2	4	0	0.23991680145263672
64	4	1	2	8	0	0.23737597465515137
