32000	1000	1000	1	3	0.009037	0.009398	0.032962	0.026129	2.26797
32000	1000	1000	2	5	0.002906	0.003858	0.012544	0.010961	3.26808
32000	1000	1000	4	9	0.002876	0.004659	0.036099	0.015119	5.96527
32000	1000	1000	8	17	0.004789	0.008116	0.054624	0.025759	16.3718
32000	1000	1000	16	33	0.007244	0.013225	0.191565	0.147891	396.754
32000	1000	1000	32	34	0.04214	0.053121	0.376987	0.146489	31.06
32000	1000	2000	1	3	0.001933	0.003166	0.009037	0.009007	1.68854
32000	1000	2000	2	5	0.002234	0.003356	0.01103	0.01069	2.68447
32000	1000	2000	4	9	0.002886	0.004649	0.017784	0.013967	5.1186
32000	1000	2000	8	17	0.004689	0.007965	0.037211	0.02627	16.7802
32000	1000	2000	16	33	0.007615	0.013105	0.072819	0.045366	24.8031
32000	1000	4000	1	3	0.001974	0.003958	0.014347	0.013516	1.65166
32000	1000	4000	2	5	0.002044	0.003817	0.013155	0.009919	2.76381
32000	1000	4000	4	9	0.002875	0.005129	0.018304	0.014568	5.00193
32000	1000	8000	1	3	0.001873	0.002695	0.008115	0.008516	1.47212
32000	1000	8000	2	5	0.002264	0.003357	0.012413	0.011111	2.59869
32000	2000	1000	1	3	0.001984	0.002434	0.007835	0.006783	1.17757
32000	2000	1000	2	5	0.002154	0.003016	0.032422	0.009007	2.1946
32000	2000	1000	4	9	0.002815	0.004529	0.017854	0.014828	5.41799
32000	2000	1000	8	17	0.004198	0.007644	0.093928	0.059213	45.9282
32000	2000	1000	16	32	0.008376	0.01544	0.522052	0.213516	403.162
32000	2000	1000	32	35	0.012965	0.018045	0.306613	0.150737	165.547
32000	2000	2000	1	3	0.001934	0.003486	0.009077	0.008336	1.20348
32000	2000	2000	2	5	0.002124	0.003186	0.01049	0.008897	2.26503
32000	2000	2000	4	9	0.002915	0.004589	0.017303	0.013997	5.53882
32000	2000	2000	8	17	0.004869	0.008075	0.094289	0.060625	48.4303
32000	2000	2000	16	32	0.007664	0.013595	0.223555	0.122613	132.92
32000	2000	4000	1	3	0.002014	0.003176	0.009758	0.008776	1.56693
32000	2000	4000	2	5	0.002575	0.003687	0.012053	0.01059	2.51441
32000	2000	4000	4	9	0.003377	0.005981	0.019678	0.016662	5.75347
32000	2000	4000	8	17	0.004709	0.007685	0.034916	0.050045	7.20258
32000	2000	8000	1	3	0.001984	0.003297	0.01067	0.01031	1.28239
32000	2000	8000	2	5	0.002555	0.003527	0.012464	0.01082	2.63339
32000	4000	1000	1	3	0.001884	0.003216	0.009358	0.008747	1.74625
32000	4000	1000	2	5	0.002445	0.003327	0.012554	0.011141	4.06692
32000	4000	1000	4	9	0.003617	0.004939	0.048572	0.030378	13.3575
32000	4000	1000	8	16	0.004759	0.008777	0.220279	0.103156	98.1439
