4000	1000	1000	1	3	0.005851	0.004167	0.015749	0.010199	1.27904
4000	1000	1000	2	5	0.004638	0.004057	0.029586	0.020419	5.2251
4000	1000	1000	4	8	0.002925	0.004979	0.045225	0.028403	41.7445
4000	1000	2000	1	3	0.002024	0.003146	0.009749	0.008506	1.36752
4000	1000	2000	2	5	0.002174	0.012093	0.023054	0.009588	2.62032
4000	1000	4000	1	3	0.001603	0.02648	0.007474	0.007334	1.0886
4000	2000	1000	1	2	0.001764	0.002775	0.007384	0.006963	0.637516
4000	2000	1000	2	4	0.001964	0.002826	0.020017	0.012845	4.76823
4000	2000	1000	4	8	0.003176	0.00521	0.085039	0.062807	64.4544
4000	2000	2000	1	2	0.001864	0.003116	0.008395	0.008105	0.867908
4000	2000	2000	2	4	0.002114	0.002915	0.020629	0.013556	5.13682
4000	2000	4000	1	2	0.001924	0.002875	0.007434	0.007174	0.617989
4000	2000	4000	2	4	0.001994	0.002845	0.008916	0.007575	1.66739
4000	4000	1000	1	2	0.001723	0.002224	0.005901	0.005289	1.52663
4000	4000	1000	2	4	0.002294	0.003186	0.020448	0.014367	6.09448
4000	4000	1000	4	8	0.003126	0.004849	0.114826	0.049142	68.4654
4000	4000	1000	8	16	0.004599	0.008185	0.034405	0.024346	18.3468
4000	4000	2000	1	2	0.001793	0.003056	0.008155	0.007705	1.56411
4000	4000	2000	2	4	0.002294	0.003466	0.022813	0.014938	6.32222
4000	4000	2000	4	8	0.005059	0.006833	0.027442	0.020198	6.696
4000	4000	4000	1	2	0.002685	0.004889	0.046538	0.010059	1.1945
4000	4000	4000	2	4	0.003878	0.004989	0.01598	0.013124	2.43961
8000	1000	1000	1	3	0.003467	0.004499	0.015369	0.013836	2.01686
8000	1000	1000	2	5	0.002394	0.003998	0.013525	0.011532	3.54269
8000	1000	1000	4	9	0.003076	0.005511	0.04809	0.029977	50.2514
8000	1000	1000	8	16	0.004188	0.007755	0.092974	0.084218	173.548
8000	1000	2000	1	3	0.001903	0.003346	0.011872	0.009989	1.36902
8000	1000	2000	2	5	0.002344	0.003496	0.012424	0.01057	3.2112
8000	1000	2000	4	9	0.003046	0.004709	0.028573	0.026911	5.43532
8000	1000	4000	1	3	0.001954	0.002966	0.008145	0.007705	1.56168
8000	1000	4000	2	5	0.002124	0.003156	0.01053	0.009588	2.06693
8000	2000	1000	1	3	0.002073	0.002635	0.008075	0.007684	0.988193
8000	2000	1000	2	5	0.002094	0.003817	0.022372	0.014848	3.68607
8000	2000	1000	4	8	0.002855	0.004839	0.085921	0.04251	32.2232
8000	2000	1000	8	16	0.004388	0.008065	0.208671	0.095209	268.318
8000	2000	2000	1	3	0.001904	0.003056	0.009157	0.008366	0.996839
8000	2000	2000	2	5	0.002374	0.003667	0.022151	0.073077	3.6323
8000	2000	2000	4	8	0.002936	0.0053	0.044764	0.028213	21.7776
8000	2000	4000	1	3	0.001743	0.003226	0.009267	0.008586	1.09423
8000	2000	4000	2	5	0.002064	0.003387	0.011161	0.009277	1.96509
8000	4000	1000	1	2	0.001903	0.002644	0.006712	0.006242	0.796283
8000	4000	1000	2	4	0.002024	0.002895	0.019787	0.012964	5.96133
8000	4000	1000	4	8	0.003186	0.004709	0.11198	0.048892	39.8438
8000	4000	1000	8	16	0.006633	0.008346	0.535364	0.161152	515.919
8000	4000	2000	1	2	0.001934	0.003146	0.008747	0.008145	0.800902
8000	4000	2000	2	4	0.002225	0.003076	0.020919	0.014547	2.95445
8000	4000	2000	4	8	0.002936	0.00523	0.110617	0.043512	30.0351
8000	4000	4000	1	2	0.001803	0.003086	0.008576	0.007815	1.53556
8000	4000	4000	2	4	0.002424	0.003447	0.022352	0.014497	3.12523
16000	1000	1000	1	3	0.002053	0.002655	0.008746	0.008126	1.45539
16000	1000	1000	2	5	0.002094	0.003076	0.01062	0.009698	3.17586
16000	1000	1000	4	9	0.002945	0.004919	0.019356	0.015258	8.39757
16000	1000	1000	8	17	0.004689	0.007985	0.099447	0.060554	167.803
16000	1000	1000	16	32	0.007845	0.013245	0.197861	0.147817	440.928
16000	1000	2000	1	3	0.004749	0.006262	0.018585	0.017132	1.61331
16000	1000	2000	2	5	0.002224	0.003256	0.011011	0.009147	3.09304
16000	1000	2000	4	9	0.002965	0.004579	0.017333	0.013715	7.87734
16000	1000	2000	8	17	0.004268	0.007754	0.034294	0.024676	10.8641
16000	1000	4000	1	3	0.001743	0.003086	0.009698	0.008526	1.42206
16000	1000	4000	2	5	0.002264	0.003296	0.011281	0.009668	3.52104
16000	2000	1000	1	3	0.001923	0.002885	0.009318	0.008506	1.22291
16000	2000	1000	2	5	0.002144	0.003657	0.011512	0.010299	2.66461
16000	2000	1000	4	9	0.002866	0.004979	0.071654	0.030768	16.8762
16000	2000	1000	8	16	0.004339	0.007714	0.208341	0.095229	154.588
16000	2000	1000	16	32	0.025327	0.013265	0.457818	0.21898	671.302
16000	2000	2000	1	3	0.002485	0.003406	0.009768	0.008656	1.55025
16000	2000	2000	2	5	0.002074	0.003427	0.011942	0.01057	2.20456
16000	2000	2000	4	9	0.002876	0.004318	0.064621	0.029345	18.3664
16000	2000	2000	8	16	0.004398	0.007945	0.093967	0.061114	57.7266
16000	2000	4000	1	3	0.002064	0.003046	0.009919	0.008847	1.55418
16000	2000	4000	2	5	0.002205	0.003947	0.012233	0.0105	2.1773
16000	2000	4000	4	9	0.003196	0.004689	0.019206	0.015018	4.20581
16000	4000	1000	1	3	0.001754	0.003657	0.012253	0.011121	1.7919
16000	4000	1000	2	5	0.002164	0.003186	0.020749	0.014377	4.83727
16000	4000	1000	4	8	0.002836	0.004679	0.084238	0.041999	32.5964
16000	4000	1000	8	16	0.004789	0.007935	0.533901	0.157495	367.101
