32000	1000	1000	1	3	0.008796	0.009097	0.03204	0.025517	1.80211
32000	1000	1000	2	5	0.002304	0.003337	0.01083	0.009248	2.7549
32000	1000	1000	4	9	0.002936	0.00517	0.019376	0.015419	7.61325
32000	1000	1000	8	17	0.004488	0.007664	0.034385	0.025117	24.5954
32000	1000	1000	16	33	0.007384	0.012844	0.193894	0.118673	1063.76
32000	1000	1000	32	34	0.013495	0.018415	0.116118	0.049674	65.0878
32000	1000	2000	1	3	0.001783	0.003096	0.009007	0.008586	1.62116
32000	1000	2000	2	5	0.002134	0.003106	0.009989	0.009067	2.59061
32000	1000	2000	4	9	0.002755	0.022984	0.023053	0.017663	8.48239
32000	1000	2000	8	17	0.004488	0.008015	0.034875	0.049754	24.3359
32000	1000	2000	16	33	0.008075	0.012965	0.073237	0.043873	43.7254
32000	1000	4000	1	3	0.001804	0.003256	0.010259	0.010048	1.87234
32000	1000	4000	2	5	0.002505	0.003577	0.011571	0.009548	3.24918
32000	1000	4000	4	9	0.004859	0.005921	0.024616	0.016321	7.60773
32000	1000	8000	1	3	0.0055	0.006582	0.02116	0.058259	1.49582
32000	1000	8000	2	5	0.002104	0.003436	0.010981	0.009137	2.62989
32000	2000	1000	1	3	0.001973	0.002575	0.007975	0.007734	1.63248
32000	2000	1000	2	5	0.002404	0.003647	0.011762	0.011411	3.69505
32000	2000	1000	4	9	0.002945	0.00532	0.019927	0.01605	7.89881
32000	2000	1000	8	17	0.004689	0.007665	0.095269	0.059923	167.825
32000	2000	1000	16	32	0.007364	0.012494	0.485713	0.223129	1644.04
32000	2000	1000	32	35	0.013926	0.017934	0.404269	0.168136	567.069
32000	2000	2000	1	3	0.001913	0.003196	0.009057	0.008466	1.72863
32000	2000	2000	2	5	0.002735	0.003527	0.012113	0.011602	3.64138
32000	2000	2000	4	9	0.003025	0.004809	0.018445	0.015048	8.49068
32000	2000	2000	8	17	0.004338	0.008005	0.096261	0.060974	164.9
32000	2000	2000	16	32	0.007304	0.027852	0.215264	0.117381	437.202
32000	2000	4000	1	3	0.001823	0.002975	0.009168	0.008335	1.45196
32000	2000	4000	2	5	0.002304	0.003196	0.010559	0.009227	3.19012
32000	2000	4000	4	9	0.002996	0.004879	0.017953	0.013887	8.08188
32000	2000	4000	8	17	0.00482	0.008165	0.035487	0.025468	11.2568
32000	2000	8000	1	3	0.002074	0.003416	0.008717	0.008586	1.72984
32000	2000	8000	2	5	0.002815	0.004258	0.014006	0.011422	3.75738
32000	4000	1000	1	3	0.002214	0.003176	0.009047	0.008185	1.60492
32000	4000	1000	2	5	0.002485	0.003507	0.011752	0.010229	2.71646
32000	4000	1000	4	9	0.003297	0.00543	0.049483	0.030668	18.7931
32000	4000	1000	8	16	0.004308	0.007825	0.211547	0.109456	155.89
32000	4000	1000	16	32	0.007635	0.012924	1.40481	0.374554	2538.24
32000	4000	1000	32	37	0.030337	0.075532	1.83173	0.413868	1857.21
32000	4000	2000	1	3	0.001853	0.003076	0.008907	0.008176	1.24762
32000	4000	2000	2	5	0.002174	0.004008	0.012473	0.01038	2.16521
32000	4000	2000	4	9	0.002865	0.004378	0.063379	0.029726	17.2369
32000	4000	2000	8	16	0.004479	0.007955	0.211357	0.096341	154.853
32000	4000	2000	16	32	0.007624	0.012824	0.480061	0.20249	690.575
